"V1" "V2" "V3"
"3596" "Pxdn" "Pxdn" "Pxdn"
"3597" "Tspan11" "Tspan11" "Tspan11"
"3598" "Gm1673" "Gm1673" "Gm1673"
"3599" "Hnf4a" "Hnf4a" "Hnf4a"
"3600" "Ndufa6" "Ndufa6" "Ndufa6"
"3601" "Chtf18" "Chtf18" "Chtf18"
"3602" "Ppp1r1c" "Ppp1r1c" "Ppp1r1c"
"3603" "Mpv17l" "Mpv17l" "Mpv17l"
"3604" "Stip1" "Stip1" "Stip1"
"3605" "Ptprz1" "Ptprz1" "Ptprz1"
"3606" "Acvr1b" "Acvr1b" "Acvr1b"
"3607" "Gpr155" "Gpr155" "Gpr155"
"3608" "Spata13" "Spata13" "Spata13"
"3609" "2810007J24Rik" "2810007J24Rik" "2810007J24Rik"
"3610" "Lpp" "Lpp" "Lpp"
"3611" "Cd38" "Cd38" "Cd38"
"3612" "Zfp160" "Zfp160" "Zfp160"
"3613" "Tmem164" "Tmem164" "Tmem164"
"3614" "Bcl7a" "Bcl7a" "Bcl7a"
"3615" "Nbeal2" "Nbeal2" "Nbeal2"
"3616" "Zfyve20" "Zfyve20" "Zfyve20"
"3617" "Hmgcll1" "Hmgcll1" "Hmgcll1"
"3618" "Gm7732" "4930488N24Rik" "Gm7732"
"3619" "Zic1" "Zic1" "Zic1"
"3620" "Zfp367" "Zfp367" "Zfp367"
"3621" "Rpl26" "Rpl26" "Rpl26"
"3622" "Nup62" "Nup62" "Nup62"
"3623" "Ifitm7" "Ifitm7" "Ifitm7"
"3624" "Egr4" "Egr4" "Egr4"
"3625" "Cyp2d10" "Cyp2d10" "Cyp2d10"
"3626" "Nr4a1" "Nr4a1" "Nr4a1"
"3627" "Secisbp2" "Secisbp2" "Secisbp2"
"3628" "2900011O08Rik" "2900011O08Rik" "2900011O08Rik"
"3629" "Nhlh1" "Nhlh1" "Nhlh1"
"3630" "Dhps" "Dhps" "Dhps"
"3631" "Slc37a3" "Slc37a3" "Slc37a3"
"3632" "Lhx2" "Lhx2" "Lhx2"
"3633" "Nap1l5" "Nap1l5" "Nap1l5"
"3634" "Fgfbp1" "Fgfbp1" "Fgfbp1"
"3635" "BC005624" "BC005624" "BC005624"
"3636" "Alms1" "Alms1" "Alms1"
"3637" "9430023L20Rik" "9430023L20Rik" "9430023L20Rik"
"3638" "Odf4" "Odf4" "Odf4"
"3639" "Tspan9" "Tspan9" "Tspan9"
"3640" "Rfc5" "Rfc5" "Rfc5"
"3641" "Il27ra" "Il27ra" "Il27ra"
"3642" "Ncstn" "Ncstn" "Ncstn"
"3643" "Krt80" "Krt80" "Krt80"
"3644" "Mlxip" "Mlxip" "Mlxip"
"3645" "Ddx59" "Ddx59" "Ddx59"
"3646" "Npr2" "Npr2" "Npr2"
"3647" "Zfp54" "Zfp54" "Zfp54"
"3648" "Il4i1" "Il4i1" "Il4i1"
"3649" "Gm6351" "AA792892" "Gm6351"
"3650" "BC021785" "BC021785" "BC021785"
"3651" "Emr1" "Emr1" "Emr1"
"3652" "Coq10a" "Coq10a" "Coq10a"
"3653" "Trp53rk" "Trp53rk" "Trp53rk"
"3654" "Trh" "Trh" "Trh"
"3655" "Tpo" "Tpo" "Tpo"
"3656" "Rln3" "Rln3" "Rln3"
"3657" "Flrt1" "Flrt1" "Flrt1"
"3658" "C77080" "C77080" "C77080"
"3659" "Krt7" "Krt7" "Krt7"
"3660" "Cdr2" "Cdr2" "Cdr2"
"3661" "Gm16522" "A430089I19Rik" "Gm16522"
"3662" "Gm364" "Gm364" "Gm364"
"3663" "Arhgef15" "Arhgef15" "Arhgef15"
"3664" "Ankrd52" "Ankrd52" "Ankrd52"
"3665" "Otub1" "Otub1" "Otub1"
"3666" "Kcnk16" "Kcnk16" "Kcnk16"
"3667" "AA792892" "AA792892" "AA792892"
"3668" "Il10ra" "Il10ra" "Il10ra"
"3669" "Gfral" "Gfral" "Gfral"
"3670" "Acsl3" "Acsl3" "Acsl3"
"3671" "Nudt13" "Nudt13" "Nudt13"
"3672" "Zic4" "Zic4" "Zic4"
"3673" "Panx3" "Panx3" "Panx3"
"3674" "Prom1" "Prom1" "Prom1"
"3675" "Cyp2g1" "Cyp2g1" "Cyp2g1"
"3676" "Tgfbr3" "Tgfbr3" "Tgfbr3"
"3677" "Setd5" "Setd5" "Setd5"
"3678" "Rad54l" "Rad54l" "Rad54l"
"3679" "Cyp2d9" "Cyp2d9" "Cyp2d9"
"3680" "Pank2" "Pank2" "Pank2"
"3681" "Zfp53" "Zfp53" "Zfp53"
"3682" "4933427G17Rik" "4933427G17Rik" "4933427G17Rik"
"3683" "Rpusd1" "Rpusd1" "Rpusd1"
"3684" "Cycs" "Cycs" "Cycs"
"3685" "Zfp52" "Zfp52" "Zfp52"
"3686" "Gpr101" "Gpr101" "Gpr101"
"3687" "BC107364" "BC107364" "BC107364"
"3688" "Prpf18" "Prpf18" "Prpf18"
"3689" "Cox8a" "Cox8a" "Cox8a"
"3690" "Nde1" "Nde1" "Nde1"
"3691" "Rgag1" "Rgag1" "Rgag1"
"3692" "Nudcd3" "Nudcd3" "Nudcd3"
"3693" "Hfe2" "Hfe2" "Hfe2"
"3694" "Cyp2a5" "Cyp2a5" "Cyp2a5"
"3695" "Olfr1099" "Olfr1099" "Olfr1099"
"3696" "Gabra1" "Gabra1" "Gabra1"
"3697" "3110052M02Rik" "3110052M02Rik" "3110052M02Rik"
"3698" "Zic3" "Zic3" "Zic3"
"3699" "Zfp281" "Zfp281" "Zfp281"
"3700" "Olfr1101" "Olfr1101" "Olfr1101"
"3701" "Sntg2" "Sntg2" "Sntg2"
"3702" "Zfp760" "Zfp760" "Zfp760"
"3703" "Olfr1102" "Olfr1102" "Olfr1102"
"3704" "Slc24a2" "Slc24a2" "Slc24a2"
"3705" "Ap3d1" "Ap3d1" "Ap3d1"
"3706" "Sema3c" "Sema3c" "Sema3c"
"3707" "Txnip" "Txnip" "Txnip"
"3708" "Acad10" "Acad10" "Acad10"
"3709" "Chrdl1" "Chrdl1" "Chrdl1"
"3710" "1700020A23Rik" "1700020A23Rik" "1700020A23Rik"
"3711" "Trp63" "Trp63" "Trp63"
"3712" "Tmtc2" "Tmtc2" "Tmtc2"
"3713" "4921507P07Rik" "4921507P07Rik" "4921507P07Rik"
"3714" "9430016H08Rik" "9430016H08Rik" "9430016H08Rik"
"3715" "Bnip3l" "Bnip3l" "Bnip3l"
"3716" "Mettl9" "Mettl9" "Mettl9"
"3717" "Msln" "Msln" "Msln"
"3718" "Tarsl2" "Tarsl2" "Tarsl2"
"3719" "Smad4" "Smad4" "Smad4"
"3720" "Slc25a35" "Slc25a35" "Slc25a35"
"3721" "4930550L24Rik" "4930550L24Rik" "4930550L24Rik"
"3722" "Grpel1" "Grpel1" "Grpel1"
"3723" "Nr5a2" "Nr5a2" "Nr5a2"
"3724" "Dhfr" "Dhfr" "Dhfr"
"3725" "Copa" "Copa" "Copa"
"3726" "Prickle2" "Prickle2" "Prickle2"
"3727" "Mgst1" "Mgst1" "Mgst1"
"3728" "Oprd1" "Oprd1" "Oprd1"
"3729" "Mrpl47" "Mrpl47" "Mrpl47"
"3730" "Igsf6" "Igsf6" "Igsf6"
"3731" "Aurkaip1" "Aurkaip1" "Aurkaip1"
"3732" "Fgf13" "Fgf13" "Fgf13"
"3733" "Fut4" "Fut4" "Fut4"
"3734" "1700012B09Rik" "1700012B09Rik" "1700012B09Rik"
"3735" "Utp14b" "Utp14b" "Utp14b"
"3736" "Entpd1" "Entpd1" "Entpd1"
"3737" "D5Ertd577e" "D5Ertd577e" "D5Ertd577e"
"3738" "Ppp2r2a" "Ppp2r2a" "Ppp2r2a"
"3739" "Ddx42" "Ddx42" "Ddx42"
"3740" "Mocos" "Mocos" "Mocos"
"3741" "Narfl" "Narfl" "Narfl"
"3742" "1700011A15Rik" "1700011A15Rik" "1700011A15Rik"
"3743" "Arfgef2" "Arfgef2" "Arfgef2"
"3744" "Nck1" "Nck1" "Nck1"
"3745" "Olfr1104" "Olfr1104" "Olfr1104"
"3746" "Kcne4" "Kcne4" "Kcne4"
"3747" "Megf9" "Megf9" "Megf9"
"3748" "Olfr1105" "Olfr1105" "Olfr1105"
"3749" "Krt81" "Krt81" "Krt81"
"3750" "1700001P01Rik" "1700001P01Rik" "1700001P01Rik"
"3751" "Ankrd49" "Ankrd49" "Ankrd49"
"3752" "Nrl" "Nrl" "Nrl"
"3753" "Scg2" "Scg2" "Scg2"
"3754" "Trim47" "Trim47" "Trim47"
"3755" "Olfr1106" "Olfr1106" "Olfr1106"
"3756" "Serinc3" "Serinc3" "Serinc3"
"3757" "Ap1s3" "Ap1s3" "Ap1s3"
"3758" "Prpf38b" "Prpf38b" "Prpf38b"
"3759" "Ccdc109b" "Ccdc109b" "Ccdc109b"
"3760" "Obox5" "Obox5" "Obox5"
"3761" "Ndufb5" "Ndufb5" "Ndufb5"
"3762" "Plat" "Plat" "Plat"
"3763" "Tmem18" "Tmem18" "Tmem18"
"3764" "Mab21l1" "Mab21l1" "Mab21l1"
"3765" "Rab19" "Rab19" "Rab19"
"3766" "Aass" "Aass" "Aass"
"3767" "Habp4" "Habp4" "Habp4"
"3768" "Rfx1" "Rfx1" "Rfx1"
"3769" "Myh11" "Myh11" "Myh11"
"3770" "Gabra6" "Gabra6" "Gabra6"
"3771" "Tbc1d17" "Tbc1d17" "Tbc1d17"
"3772" "Ebf2" "Ebf2" "Ebf2"
"3773" "Tm4sf1" "Tm4sf1" "Tm4sf1"
"3774" "F9" "F9" "F9"
"3775" "Nudt12" "Nudt12" "Nudt12"
"3776" "Mre11a" "Mre11a" "Mre11a"
"3777" "Rabl5" "Rabl5" "Rabl5"
"3778" "Insm1" "Insm1" "Insm1"
"3779" "Ythdf2" "Ythdf2" "Ythdf2"
"3780" "Otoa" "Otoa" "Otoa"
"3781" "Lman2l" "Lman2l" "Lman2l"
"3782" "Fhod3" "Fhod3" "Fhod3"
"3783" "Rcor2" "Rcor2" "Rcor2"
"3784" "Pfas" "Pfas" "Pfas"
"3785" "Olfr877" "Olfr877" "Olfr877"
"3786" "Kctd8" "Kctd8" "Kctd8"
"3787" "Acp1" "Acp1" "Acp1"
"3788" "Ccnj" "Ccnj" "Ccnj"
"3789" "Fis1" "Fis1" "Fis1"
"3790" "Yipf7" "Yipf7" "Yipf7"
"3791" "Mkrn1" "Mkrn1" "Mkrn1"
"3792" "Map3k1" "Map3k1" "Map3k1"
"3793" "Slc2a1" "Slc2a1" "Slc2a1"
"3794" "Casd1" "Casd1" "Casd1"
"3795" "Mtmr4" "Mtmr4" "Mtmr4"
"3796" "Tm4sf4" "Tm4sf4" "Tm4sf4"
"3797" "BC029214" "BC029214" "BC029214"
"3798" "Crx" "Crx" "Crx"
"3799" "Ap3m2" "Ap3m2" "Ap3m2"
"3800" "Rpl23" "Rpl23" "Rpl23"
"3801" "Dusp7" "Dusp7" "Dusp7"
"3802" "Sh3yl1" "Sh3yl1" "Sh3yl1"
"3803" "Efna5" "Efna5" "Efna5"
"3804" "Ptprc" "Ptprc" "Ptprc"
"3805" "Mcf2" "Mcf2" "Mcf2"
"3806" "Zfp758" "Zfp758" "Zfp758"
"3807" "Clcn3" "Clcn3" "Clcn3"
"3808" "Htr6" "Htr6" "Htr6"
"3809" "Haghl" "Haghl" "Haghl"
"3810" "Pak3" "Pak3" "Pak3"
"3811" "Tmprss13" "Tmprss13" "Tmprss13"
"3812" "Pex19" "Pex19" "Pex19"
"3813" "Cml3" "Cml3" "Cml3"
"3814" "Fbxl17" "Fbxl17" "Fbxl17"
"3815" "Elac1" "Elac1" "Elac1"
"3816" "Tigd2" "Tigd2" "Tigd2"
"3817" "E2f3" "E2f3" "E2f3"
"3818" "Ap4b1" "Ap4b1" "Ap4b1"
"3819" "Zfyve16" "Zfyve16" "Zfyve16"
"3820" "Sema4d" "Sema4d" "Sema4d"
"3821" "Blnk" "Blnk" "Blnk"
"3822" "Otof" "Otof" "Otof"
"3823" "Me2" "Me2" "Me2"
"3824" "Gprin3" "Gprin3" "Gprin3"
"3825" "Olfr143" "Olfr143" "Olfr143"
"3826" "Wdfy1" "Wdfy1" "Wdfy1"
"3827" "Gm7982" "AA792892" "Gm7982"
"3828" "Pck2" "Pck2" "Pck2"
"3829" "Snca" "Snca" "Snca"
"3830" "Ccdc96" "Ccdc96" "Ccdc96"
"3831" "Ecd" "Ecd" "Ecd"
"3832" "Rab40b" "Rab40b" "Rab40b"
"3833" "Col5a2" "Col5a2" "Col5a2"
"3834" "Bmpr1b" "Bmpr1b" "Bmpr1b"
"3835" "Tcf20" "Tcf20" "Tcf20"
"3836" "Cxcl13" "Cxcl13" "Cxcl13"
"3837" "Brdt" "Brdt" "Brdt"
"3838" "Stag1" "Stag1" "Stag1"
"3839" "Tnni3k" "Tnni3k" "Tnni3k"
"3840" "Keap1" "Keap1" "Keap1"
"3841" "Guf1" "Guf1" "Guf1"
"3842" "Nbl1" "Nbl1" "Nbl1"
"3843" "Cdc14b" "Cdc14b" "Cdc14b"
"3844" "Mro" "Mro" "Mro"
"3845" "Adamts9" "Adamts9" "Adamts9"
"3846" "Leprel1" "Leprel1" "Leprel1"
"3847" "Art2b" "Art2b" "Art2b"
"3848" "Usp20" "Usp20" "Usp20"
"3849" "Il31" "Il31" "Il31"
"3850" "Cnot6l" "Cnot6l" "Cnot6l"
"3851" "Hs3st2" "Hs3st2" "Hs3st2"
"3852" "Nek6" "Nek6" "Nek6"
"3853" "Cyp2a12" "Cyp2a12" "Cyp2a12"
"3854" "Mmrn1" "Mmrn1" "Mmrn1"
"3855" "Gltscr2" "Gltscr2" "Gltscr2"
"3856" "Usp31" "Usp31" "Usp31"
"3857" "Fer" "Fert2" "Fer"
"3858" "Lrrc43" "Lrrc43" "Lrrc43"
"3859" "Nos1" "Nos1" "Nos1"
"3860" "Krt84" "Krt84" "Krt84"
"3861" "Col5a1" "Col5a1" "Col5a1"
"3862" "Akt1s1" "Akt1s1" "Akt1s1"
"3863" "Cldn1" "Cldn1" "Cldn1"
"3864" "Cyp2f2" "Cyp2f2" "Cyp2f2"
"3865" "Clpb" "Clpb" "Clpb"
"3866" "Eif4ebp1" "Eif4ebp1" "Eif4ebp1"
"3867" "Numb" "Numb" "Numb"
"3868" "Cldn15" "Cldn15" "Cldn15"
"3869" "Tex24" "Tex24" "Tex24"
"3870" "Mark2" "Mark2" "Mark2"
"3871" "Mboat1" "Mboat1" "Mboat1"
"3872" "Atp11c" "Atp11c" "Atp11c"
"3873" "Scnn1g" "Scnn1g" "Scnn1g"
"3874" "Flnc" "Flnc" "Flnc"
"3875" "Olfr1112" "Olfr1112" "Olfr1112"
"3876" "AI317395" "AI317395" "AI317395"
"3877" "St6galnac6" "St6galnac6" "St6galnac6"
"3878" "Ehd2" "Ehd2" "Ehd2"
"3879" "C1qtnf9" "C1qtnf9" "C1qtnf9"
"3880" "Npat" "Npat" "Npat"
"3881" "Spag8" "Spag8" "Spag8"
"3882" "Cldn16" "Cldn16" "Cldn16"
"3883" "Lmo3" "Lmo3" "Lmo3"
"3884" "Metrn" "Metrn" "Metrn"
"3885" "Atg4d" "Atg4d" "Atg4d"
"3886" "Capn6" "Capn6" "Capn6"
"3887" "Mapk4" "Mapk4" "Mapk4"
"3888" "Tnfrsf26" "Tnfrsf26" "Tnfrsf26"
"3889" "Slc16a10" "Slc16a10" "Slc16a10"
"3890" "Npc1l1" "Npc1l1" "Npc1l1"
"3891" "Diablo" "Diablo" "Diablo"
"3892" "Znhit1" "Znhit1" "Znhit1"
"3893" "Zfp40" "Zfp40" "Zfp40"
"3894" "Egln2" "Egln2" "Egln2"
"3895" "Krt82" "Krt82" "Krt82"
"3896" "Olfr1120" "Olfr1120" "Olfr1120"
"3897" "Sync" "Sync" "Sync"
"3898" "Gltscr1" "Gltscr1" "Gltscr1"
"3899" "Hint2" "Hint2" "Hint2"
"3900" "Nfe2l3" "Nfe2l3" "Nfe2l3"
"3901" "Scnn1b" "Scnn1b" "Scnn1b"
"3902" "Cse1l" "Cse1l" "Cse1l"
"3903" "4732456N10Rik" "4732456N10Rik" "4732456N10Rik"
"3904" "Cml2" "Cml2" "Cml2"
"3905" "Tnfrsf22" "Tnfrsf22" "Tnfrsf22"
"3906" "Wdr24" "Wdr24" "Wdr24"
"3907" "Plscr1" "Plscr1" "Plscr1"
"3908" "Ldb2" "Ldb2" "Ldb2"
"3909" "Pja2" "Pja2" "Pja2"
"3910" "Pnkp" "Pnkp" "Pnkp"
"3911" "Mipep" "Mipep" "Mipep"
"3912" "Casq1" "Casq1" "Casq1"
"3913" "Tle1" "Tle1" "Tle1"
"3914" "Chrnb3" "Chrnb3" "Chrnb3"
"3915" "Il1rap" "Il1rap" "Il1rap"
"3916" "Rab4b" "Rab4b" "Rab4b"
"3917" "Mrpl44" "Mrpl44" "Mrpl44"
"3918" "Krt75" "Krt75" "Krt75"
"3919" "Pkig" "Pkig" "Pkig"
"3920" "Tceb3" "Tceb3" "Tceb3"
"3921" "Sla" "Sla" "Sla"
"3922" "Nfam1" "Nfam1" "Nfam1"
"3923" "Serpine2" "Serpine2" "Serpine2"
"3924" "Napa" "Napa" "Napa"
"3925" "Pomgnt1" "Pomgnt1" "Pomgnt1"
"3926" "Kctd18" "Kctd18" "Kctd18"
"3927" "Slc5a8" "Slc5a8" "Slc5a8"
"3928" "Dcx" "Dcx" "Dcx"
"3929" "Cog7" "Cog7" "Cog7"
"3930" "Spred1" "Spred1" "Spred1"
"3931" "Fosl2" "Fosl2" "Fosl2"
"3932" "Pramel7" "Pramel7" "Pramel7"
"3933" "Abcc1" "Abcc1" "Abcc1"
"3934" "Qdpr" "Qdpr" "Qdpr"
"3935" "Atp1a4" "Atp1a4" "Atp1a4"
"3936" "Rnf43" "Rnf43" "Rnf43"
"3937" "Cnnm4" "Cnnm4" "Cnnm4"
"3938" "Atp6v1g3" "Atp6v1g3" "Atp6v1g3"
"3939" "Man2a1" "Man2a1" "Man2a1"
"3940" "Gmeb1" "Gmeb1" "Gmeb1"
"3941" "Ada" "Ada" "Ada"
"3942" "Tnfrsf19" "Tnfrsf19" "Tnfrsf19"
"3943" "Nek7" "Nek7" "Nek7"
"3944" "Plod3" "Plod3" "Plod3"
"3945" "Zfp13" "Zfp13" "Zfp13"
"3946" "Lasp1" "Lasp1" "Lasp1"
"3947" "Card14" "Card14" "Card14"
"3948" "Sec24b" "Sec24b" "Sec24b"
"3949" "Dntt" "Dntt" "Dntt"
"3950" "Bbs5" "Bbs5" "Bbs5"
"3951" "B3gnt4" "B3gnt4" "B3gnt4"
"3952" "Brap" "Brap" "Brap"
"3953" "Kptn" "Kptn" "Kptn"
"3954" "Vps33a" "Vps33a" "Vps33a"
"3955" "2410016O06Rik" "2410016O06Rik" "2410016O06Rik"
"3956" "Ctsl" "Ctsl" "Ctsl"
"3957" "Gm10094" "Sap18" "Gm10094"
"3958" "Cnnm3" "Cnnm3" "Cnnm3"
"3959" "Plb1" "Plb1" "Plb1"
"3960" "Cdkn2d" "Cdkn2d" "Cdkn2d"
"3961" "Acat1" "Acat1" "Acat1"
"3962" "Gga2" "Gga2" "Gga2"
"3963" "Ldoc1" "Ldoc1" "Ldoc1"
"3964" "Lhx9" "Lhx9" "Lhx9"
"3965" "Stub1" "Stub1" "Stub1"
"3966" "Acot2" "Acot2" "Acot2"
"3967" "Clcnkb" "Clcnkb" "Clcnkb"
"3968" "Pde1a" "Pde1a" "Pde1a"
"3969" "4933402E13Rik" "4933402E13Rik" "4933402E13Rik"
"3970" "A830010M20Rik" "A830010M20Rik" "A830010M20Rik"
"3971" "Igsf8" "Igsf8" "Igsf8"
"3972" "Poln" "Poln" "Poln"
"3973" "Marveld3" "Marveld3" "Marveld3"
"3974" "Krt6a" "Krt6a" "Krt6a"
"3975" "Ptprn2" "Ptprn2" "Ptprn2"
"3976" "Ostn" "Ostn" "Ostn"
"3977" "Acot4" "Acot4" "Acot4"
"3978" "1700019G17Rik" "1700019G17Rik" "1700019G17Rik"
"3979" "Snrpa" "Snrpa" "Snrpa"
"3980" "4930583I09Rik" "4930583I09Rik" "4930583I09Rik"
"3981" "Cdca2" "Cdca2" "Cdca2"
"3982" "Rhbdl1" "Rhbdl1" "Rhbdl1"
"3983" "Dld" "Dld" "Dld"
"3984" "Mrpl1" "Mrpl1" "Mrpl1"
"3985" "Clic3" "Clic3" "Clic3"
"3986" "Kcnmb4" "Kcnmb4" "Kcnmb4"
"3987" "3830417A13Rik" "3830417A13Rik" "3830417A13Rik"
"3988" "Acot3" "Acot3" "Acot3"
"3989" "Krt5" "Krt5" "Krt5"
"3990" "2310009B15Rik" "2310009B15Rik" "2310009B15Rik"
"3991" "Mest" "Mest" "Mest"
"3992" "Slc8a2" "Slc8a2" "Slc8a2"
"3993" "Cd300e" "Cd300e" "Cd300e"
"3994" "Usp13" "Usp13" "Usp13"
"3995" "Tll2" "Tll2" "Tll2"
"3996" "Gnpda2" "Gnpda2" "Gnpda2"
"3997" "Cxxc1" "Cxxc1" "Cxxc1"
"3998" "Capzb" "Capzb" "Capzb"
"3999" "Aurkb" "Aurkb" "Aurkb"
"4000" "Rhot2" "Rhot2" "Rhot2"
"4001" "Slc26a3" "Slc26a3" "Slc26a3"
"4002" "Wisp1" "Wisp1" "Wisp1"
"4003" "Slitrk4" "Slitrk4" "Slitrk4"
"4004" "Cul3" "Cul3" "Cul3"
"4005" "Dydc1" "Dydc1" "Dydc1"
"4006" "Tinag" "Tinag" "Tinag"
"4007" "AW554918" "AW554918" "AW554918"
"4008" "Atp1a2" "Atp1a2" "Atp1a2"
"4009" "Ankrd55" "Ankrd55" "Ankrd55"
"4010" "Snai2" "Snai2" "Snai2"
"4011" "Stau1" "Stau1" "Stau1"
"4012" "Ddx56" "Ddx56" "Ddx56"
"4013" "Vapa" "Vapa" "Vapa"
"4014" "Pttg1" "Pttg1" "Pttg1"
"4015" "Ccdc50" "Ccdc50" "Ccdc50"
"4016" "Tm9sf3" "Tm9sf3" "Tm9sf3"
"4017" "Efcab1" "Efcab1" "Efcab1"
"4018" "Fezf1" "Fezf1" "Fezf1"
"4019" "B3gnt3" "B3gnt3" "B3gnt3"
"4020" "Mbd1" "Mbd1" "Mbd1"
"4021" "Pramel6" "Pramel6" "Pramel6"
"4022" "Rasgrp1" "Rasgrp1" "Rasgrp1"
"4023" "Ankrd23" "Ankrd23" "Ankrd23"
"4024" "Wisp2" "Wisp2" "Wisp2"
"4025" "Kras" "Kras" "Kras"
"4026" "Rbm6" "Rbm6" "Rbm6"
"4027" "Slitrk2" "Slitrk2" "Slitrk2"
"4028" "Pik3ap1" "Pik3ap1" "Pik3ap1"
"4029" "Txndc2" "Txndc2" "Txndc2"
"4030" "Agtr1a" "Agtr1a" "Agtr1a"
"4031" "Ube2v2" "Ube2v2" "Ube2v2"
"4032" "Map2k5" "Map2k5" "Map2k5"
"4033" "Osbpl5" "Osbpl5" "Osbpl5"
"4034" "Gm1140" "Gm1140" "Gm1140"
"4035" "2310047M10Rik" "2310047M10Rik" "2310047M10Rik"
"4036" "Rab31" "Rab31" "Rab31"
"4037" "Fxyd6" "Fxyd6" "Fxyd6"
"4038" "Spz1" "Spz1" "Spz1"
"4039" "Fcho1" "Fcho1" "Fcho1"
"4040" "Gm14692" "Gm1140" "Gm14692"
"4041" "Serinc5" "Serinc5" "Serinc5"
"4042" "Ankrd39" "Ankrd39" "Ankrd39"
"4043" "Trpc5" "Trpc5" "Trpc5"
"4044" "Acy1" "Acy1" "Acy1"
"4045" "Vgf" "Vgf" "Vgf"
"4046" "Sephs1" "Sephs1" "Sephs1"
"4047" "Fras1" "Fras1" "Fras1"
"4048" "Krt71" "Krt71" "Krt71"
"4049" "Itpkc" "Itpkc" "Itpkc"
"4050" "4933436I01Rik" "4933436I01Rik" "4933436I01Rik"
"4051" "Tm2d3" "Tm2d3" "Tm2d3"
"4052" "Ap1s1" "Ap1s1" "Ap1s1"
"4053" "Atxn2" "Atxn2" "Atxn2"
"4054" "Trim65" "Trim65" "Trim65"
"4055" "Thbs4" "Thbs4" "Thbs4"
"4056" "Rab37" "Rab37" "Rab37"
"4057" "Ccdc11" "Ccdc11" "Ccdc11"
"4058" "Mllt3" "Mllt3" "Mllt3"
"4059" "Sacs" "Sacs" "Sacs"
"4060" "Mcm4" "Mcm4" "Mcm4"
"4061" "Fxyd2" "Fxyd2" "Fxyd2"
"4062" "Dennd2a" "Dennd2a" "Dennd2a"
"4063" "Abhd14a" "Abhd14a" "Abhd14a"
"4064" "Cml1" "Cml1" "Cml1"
"4065" "Fv1" "Fv1" "Fv1"
"4066" "Krt72" "Krt72" "Krt72"
"4067" "Adck4" "Adck4" "Adck4"
"4068" "Sema4c" "Sema4c" "Sema4c"
"4069" "Ppp4r1" "Ppp4r1" "Ppp4r1"
"4070" "Ndufab1" "Ndufab1" "Ndufab1"
"4071" "Phox2a" "Phox2a" "Phox2a"
"4072" "Dock10" "Dock10" "Dock10"
"4073" "Dot1l" "Dot1l" "Dot1l"
"4074" "Tat" "Tat" "Tat"
"4075" "Cbll1" "Cbll1" "Cbll1"
"4076" "Uqcrfs1" "Uqcrfs1" "Uqcrfs1"
"4077" "Fgf12" "Fgf12" "Fgf12"
"4078" "Vamp2" "Vamp2" "Vamp2"
"4079" "Mrgprg" "Mrgprg" "Mrgprg"
"4080" "Lhfpl1" "Lhfpl1" "Lhfpl1"
"4081" "Pcsk6" "Pcsk6" "Pcsk6"
"4082" "Nol9" "Nol9" "Nol9"
"4083" "Cul5" "Cul5" "Cul5"
"4084" "Mrgpre" "Mrgpre" "Mrgpre"
"4085" "Bzrap1" "Bzrap1" "Bzrap1"
"4086" "Inppl1" "Inppl1" "Inppl1"
"4087" "Ndrg1" "Ndrg1" "Ndrg1"
"4088" "Atp11a" "Atp11a" "Atp11a"
"4089" "Rapgef5" "Rapgef5" "Rapgef5"
"4090" "Fmr1" "Fmr1" "Fmr1"
"4091" "Hrasls" "Hrasls" "Hrasls"
"4092" "Crb1" "Crb1" "Crb1"
"4093" "Elp4" "Elp4" "Elp4"
"4094" "Hax1" "Hax1" "Hax1"
"4095" "Rnf24" "Rnf24" "Rnf24"
"4096" "Cbx3" "Cbx3" "Cbx3"
"4097" "Ptov1" "Ptov1" "Ptov1"
"4098" "Kcnj9" "Kcnj9" "Kcnj9"
"4099" "Abhd14b" "Abhd14b" "Abhd14b"
"4100" "Slc26a4" "Slc26a4" "Slc26a4"
"4101" "Usp15" "Usp15" "Usp15"
"4102" "Kcnj10" "Kcnj10" "Kcnj10"
"4103" "Got2" "Got2" "Got2"
"4104" "Dhx34" "Dhx34" "Dhx34"
"4105" "Nadsyn1" "Nadsyn1" "Nadsyn1"
"4106" "Pigm" "Pigm" "Pigm"
"4107" "Amot" "Amot" "Amot"
"4108" "Polr3gl" "Polr3gl" "Polr3gl"
"4109" "Slamf9" "Slamf9" "Slamf9"
"4110" "Prkdc" "Prkdc" "Prkdc"
"4111" "Kcnk15" "Kcnk15" "Kcnk15"
"4112" "Cntnap3" "Cntnap3" "Cntnap3"
"4113" "Chst4" "Chst4" "Chst4"
"4114" "1700028K03Rik" "1700028K03Rik" "1700028K03Rik"
"4115" "Rims4" "Rims4" "Rims4"
"4116" "Fbxo21" "Fbxo21" "Fbxo21"
"4117" "Zfp612" "Zfp612" "Zfp612"
"4118" "Folr2" "Folr2" "Folr2"
"4119" "Cadps2" "Cadps2" "Cadps2"
"4120" "Bcap29" "Bcap29" "Bcap29"
"4121" "Podnl1" "Podnl1" "Podnl1"
"4122" "Calb2" "Calb2" "Calb2"
"4123" "Atp13a5" "Atp13a5" "Atp13a5"
"4124" "Ubap2l" "Ubap2l" "Ubap2l"
"4125" "Lcor" "Lcor" "Lcor"
